job_title,company_name,job_url,location,description,source,search_keyword,error,salary,employment_type,tags,date_posted
Data Engineer,Mento,https://remoteok.com/remote-jobs/1130606,Remote,"About Mento


Mento is a career technology company that helps people be exceptional and thrive at work through human, AI, and software-based coaching. We're on a mission to provide people access to the best support, advice, and mentorship at work and empower them to take action on it. In a world where jobs and careers are rapidly changing, we believe that transformational growth and continuous improvement is mandatory for people and companies to thrive. We are on a mission to bring our unique model of coaching to every member of the global workforce.


We strive to create a fun, conscientious, collaborative, and supportive work environment. We are a US-based, remote-first company, backed by leading VCs and angel investors. 


About The Role


We're looking for our first Data Engineer to build the data infrastructure that powers insights and features across our coaching platform. You'll own data pipelines for coaching sessions, user analytics, and business operations, while establishing the foundation for our data architecture.


This is not purely about business analytics - In this role, you'll join our engineering team and work closely with product, engineering, coaching, and leadership teams. You'll be embedded in product developmentâunderstanding feature requirements, instrumenting data collection, and building systems that power product capabilities. 


Key Responsibilities:


Build data pipelines for coaching and user analytics. You'll create pipelines that process coaching session data, user interactions, and AI-generated outputs. These pipelines will power everything from product analytics to coaching effectiveness metrics to business intelligence dashboards.


Build data systems that power product features. You'll create data pipelines that feed back into the productâuser progress tracking, coaching insights, customer dashboards, and more. You'll work with product and engineering to understand what data products need and build reliable systems to deliver it.


Establish our data infrastructure and architecture. As our first data engineer, you'll make key decisions about our data st
Please mention the word **SPRIGHTLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"embedded, growth, analytics, engineer, engineering",2026-03-03T16:00:07+00:00
Associate Product Manager,InvestorFlow,https://remoteok.com/remote-jobs/1130591,Remote - Santo Domingo,"InvestorFlow
 is the only company of its kind to deliver industry specialized CRM, built on Salesforce, and digital portals to help alternative asset firms find opportunities, create and manage relationships, and turn relationship insights into action with increased productivity and transparency.
Are you passionate about solving customer problems, learning the craft of product management, and contributing to impactful results? At InvestorFlow, we are creating end-to-end, engaging experiences that tailor Investor, Fund-Centric Relationship Management and Digital Engagement for Capital Markets. The company is strategically positioned to leverage #AgenticAI as a differentiator to enable Raising Capital, Deploying Capital, and Servicing Investor Relationships across Private Equity, Private Capital, and Real Estate. We are seeking a motivated and driven Associate Product Manager to join our team. This role supports our product team in aligning cross-functional priorities and delivering exceptional value to our customers. Working closely with senior product managers, you will develop your skills across five core pillars of product management while contributing tactically to bring our product strategy to life.
\n
You Will: 
 Support market research efforts to understand customer needs and pain points, contributing to product value propositions that align with business goals and revenue targets (ARR, NRR).
Assist senior product managers in identifying Minimum-Viable Products (MVPs), value-based target outcomes, and key âJobs-To-Be-Doneâ across assigned product areas.
Help gather and analyze customer surveys, RFPs, and product analytics to understand customer motivations and behaviors, supporting data-driven product requirements.
Partner with UX/UI designers to deliver intuitive and delightful user experiences.
Develop, document, and evangelize product initiatives and features as well as sequence delivery plans to ensure scalable growth or create operational efficiencies for customers and in line with company business goals. (Product Board)
Drive product planning and create âCommit-to-Planâ product milestones across strategies, initiatives, and features on a release, quarterly, and annual basis.
Own the product backlog, prioritizing features and initiatives based on impact, outcomes, feasibility, customer needs, revenue targets, and innovation.
Collaborate with engineering teams to ensure timely delivery of high-quality product releases, always shepherding and evangelizing key priorities.
Monitor product development progress, proactively removing roadblocks and ensuring smooth execution to ensure the product is introduced to the market as intended.
Demonstrate accountability from committed product plans through product delivery, including capabilities available to sell (demonstrate), implement (to new and existing SAAS environments), recognize revenue, and drive customer adoption and stickiness.
Serve as a key contributor across cross-functional t",RemoteOK,data analyst,,,,"manager, design, saas, support, growth, financial, investment, investor, fintech, strategy, management, senior, operational, analytics, sales, reliability, engineering, digital nomad",2026-03-03T00:00:13+00:00
Sales Account Executive,Rewards Network,https://remoteok.com/remote-jobs/1130590,"Dallas, TX","About Rewards Network
For 41 years, Rewards Network has been helping restaurants grow revenue, increase traffic, and boost customer engagement through innovative financial, marketing services, and premier dining rewards programs. By offering unique card-linked offers, we introduce diners to fantastic restaurant experiences, leveraging advanced technology and data analytics to deliver value to restaurants, diners, and our strategic partners' loyalty programs.
Our CultureÂ 
At Rewards Network, you'll be part of a driven and diverse team that excels in collaboration, issue resolution, and taking ownership of both personal growth and the company's success. We take pride in partnering with the world's most powerful loyalty programs to drive full-price paying customers to local restaurants through marketing services and flexible funding options. Our engaging and rewarding environment is designed to help you gain your full potential. 
Job Overview
As an outside Account Executive, you will drive the companyâs growth while building your career and earning lasting rewards. We need your sales expertise and drive to help us grow local restaurants in your territory.
Join our Team.
This is a 100% remote field sales opportunity within the Dallas, TX territory. Candidates MUST live locally to this area.
Responsibilities
Prospect and acquire new customers through cold calling, door-to-door sales (25+ daily), and additional outreach to meet and exceed sales quotas.Â 
Develop and grow a robust pipeline, scheduling in-person me
Please mention the word **MESMERIZINGLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"growth, marketing, analytics, sales, executive",2026-03-03T00:00:06+00:00
Senior Security Engineer,Nansen.ai,https://remoteok.com/remote-jobs/1130555,Remote,"Nansen surfaces the signal and creates winners in the future of finance. We're building a new way to trade: agentic, onchain, and fully integrated. From analytics to execution, we're the platform where investors find alpha and act on it.

The Opportunity
As we scale our product, staking operations, and AI-powered capabilities, security matters more than ever. We're hiring a Senior Security Engineer to strengthen our security posture across the entire engineering organisation. You'll work closely with the Head of Security and collaborate hands-on with engineering teams across the company to ensure that the systems we build are secure by design.

This is a generalist security role. You'll operate across application security, cloud infrastructure security, and organizational security practices. It's ideal for someone who thrives in a high-autonomy environment, is comfortable spanning multiple security domains, and wants to have outsized impact at a growing company.

What You'll Do
â¢ Conduct security reviews of systems, architectures, and code â proactively identifying and addressing vulnerabilities.
â¢ Serve as a go-to security advisor for engineering teams, helping them make secure design decisions.
â¢ Define and implement security standards across cloud infrastructure, applications, and blockchain systems.
â¢ Implement and maintain security tooling: vulnerability scanning, endpoint protection, SIEM, logging and monitoring.
â¢ Secure CI/CD pipelines and deployment workflows from a security perspective.
â¢ Secure internal AI tools and LLM integrations â from API key management and prompt injection prevention to evaluating the security implications of AI adoption across the organization.
â¢ Manage and improve secrets management, key management, and access control practices across the organization.
â¢ Define and maintain secure coding guidelines and security review processes for engineering teams.
â¢ Collaborate with external providers on penetration tests and security audits, ensuring findings are prioritized and remediated.
â¢ Participate in incident response: investigation, containment, root cause analysis, and post-incident improvements.
â¢ Support compliance and audit readiness by implementing required security controls and maintaining documentation.

What We're Looking For
â¢ Strong understanding of cloud security (AWS, GCP, or similar), container security, and network security fundamentals.
â¢ Hands-on experience implementing and operating security tools (SIEM, vulnerability scanners, endpoint protection, cloud security tooling).
â¢ Experience with secrets management, key management, and encryption best practices.
â¢ Experience securing AI/LLM tooling, agent-based systems, and modern developer platforms.
â¢ Familiarity with securing CI/CD pipelines and developer tooling.
â¢ Solid understanding of compliance framew
Please mention the word **REVOLUTIONIZE** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job pos",RemoteOK,data analyst,,,,"security, design, support, developer, code, cloud, api, management, senior, analytics, engineer, engineering, digital nomad",2026-02-26T12:00:06+00:00
Senior Media Director Performance Media,Unlock Health,https://remoteok.com/remote-jobs/1130505,Remote,"The Role 


The Senior Media Director, Performance Media for Strategic Accounts is a critical role responsible for leading a team of Campaign Managers overseeing paid search, paid social, programmatic media, and analytics for large, complex, ROI-focused healthcare accounts. This role provides strategic leadership and counsel, collaborates closely with Client Experience and Sales leaders to drive results for key accounts, and plays an active role in strategic new business pitches.
The ideal candidate brings a highly sophisticated performance media strategy background (healthcare experience preferred, but not required), proven experience leading senior individual contributors, and comfort participating in in-person new business pitches. They are equally adept at leading high-level strategy conversations with senior client stakeholders (VP+) and translating strategy into actionable recommendations around targeting and channel execution.
This role owns the growth and success of Strategic Accounts by building trusted client relationships, ensuring goals are met, and identifying opportunities to expand impact. As a subject matter expert in advanced digital media and analytics strategy, the candidate helps shape account strategy, scope new requests, and ensure work is structured for effective execution while driving scalability and efficiency across the account portfolio.
Responsibilities


Client Management




Direct and manage team to deliver against client KPIs using available resources; make appropriate internal resource requests to ensure client goals are met.


Proactively identify opportunities, strategies, and testing opportunities to exceed client KPIs and expectations.


Serve as the escalation resource with regard to recommendations, campaign optimizations, issues, and client questions where the Pod requires assistance and coaching.


Diagnose, triage, and solve campaign and account issues, both internally and externally; communicate any known risks internally to executive team.


Review and manage budgets in the proprietary Unlock Media Control Platform for accou
Please mention the word **SKILLFULLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"director, testing, growth, strategy, senior, analytics, sales, medical, healthcare, executive",2026-02-23T08:00:14+00:00
Social Media Strategist,Sociallyin,https://remoteok.com/remote-jobs/1130503,Remote,"Company Overview:


Sociallyin is a leading social media marketing agency dedicated to delivering exceptional services to our clients. We are currently seeking a knowledgeable and creative Junior Social Media Strategist to oversee the development, execution, and delivery of content, campaigns, and reporting for our clients. You will play a key role in the success of our clients, guiding the social footprints of our best-in-class client base.


Role and Responsibilities:




Build, plan, and implement the overall social media marketing strategy for assigned clients


Operate as lead point of contact on all matters specific to your accounts


Develop and maintain strong long-term relationships with clients


Help clients define KPIs, set and analyze specific marketing goals 


Collaborate with team members to develop and manage content for social media communities


Lead analysis of qualitative + quantitative social data


Monitor analytics and metrics to gauge the success of social media accounts and ad campaigns 


Coordinate client strategy with the Account Manager


Identify opportunities to grow business with existing clients


Social Listening for trending content, conversations, topics, events, and news




Qualifications:




Minimum of 3 years of experience in social media strategy development




Agency experience preferred!




In-depth knowledge of major social media platforms (Facebook, TikTok, Instagram, YouTube, Twitter(X), LinkedIn, Snapchat, Pinterest, etc.)


Experience with social media strategies and an understanding of paid social media practices


Demonstrated track record of driving growth and achieving social media goals


Strong creative skills with an eye for compelling visuals and engaging content


Ability to analyze social media metrics and translate them into actionable insights and strategies


In-depth understanding of platform nuances, trends, algorithms


Please mention the word **ACHIEVEMENTS** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"strategist, growth, strategy, lead, content, junior, marketing, analytics",2026-02-23T08:00:04+00:00
Talent Acquisition Partner,vCluster Labs,https://remoteok.com/remote-jobs/1130489,Munich,"As a 
Sr. Talent Acquisition Partner (Technical)
 at vCluster Labs, you aren't just filling open requisitions; you are the architect of our engineering capability. In this role, you will serve as the primary ambassador to the technical community, identifying and attracting the builders who will shape the future of Kubernetes virtualization.
You will have the unique opportunity to partner directly with Engineering and Product leadership to execute a modern, data-driven hiring strategy that prioritizes speed and precision over volume as our first EMEA based recruiter.
As a Talent Acquisition Partner (Technical), your role will include:
Full-Cycle Technical Recruiting:
 Own the end-to-end hiring process for Engineering, Product, and Technical roles globally. You will guide candidates from the initial talent screen through to the offer stage, ensuring a seamless flow.
Strategic Sourcing:
 Proactively source and engage passive talent from the open-source, Kubernetes, and developer tool communities. You will build high-quality pipelines so we do not rely solely on inbound applicants for critical technical roles.
Data-Driven Execution:
 Champion our structured interview process. You will ensure scorecards are utilized effectively to reduce bias, maintaining strict data integrity within our ATS (Ashby) to inform hiring decisions.
Candidate Experience:
 Drive an exceptional experience by ensuring transparent communication. You will treat candidates with ""customer-centric speed,"" ensuring decisions are made in days, not months.
Partnership:
 Collaborate with Hiring Managers to define technical requirements and ideal talent profiles, moving beyond ""order taking"" to act as a true consultant on market trends and closing strategies.
This role could be a fit for you if you bring:
Experience:
 You have 5+ years of full-cycle recruiting experience, specifically for technical roles (Software Engineering, DevOps/Platform, Product) within a high-growth tech startup.
Technical Fluency:
 You speak the language. You understand the difference between a container and a cluster, and you are comfortable discussing technologies like Kubernetes, Go, and Terraform with candidates.
A ""Builder"" Mindset:
 You are comfortable operating in ambiguity and enjoy refining processes to make them more efficient.
Data-Centric Approach:
 You value results over tasks. You use data and analytics to track pipeline health and inform decision-making.
High EQ & Active Listening:
 You are an effective communicator who listens genuinely to understand the perspectives of both candidates and hiring managers.
Bonus points for:
ATS Proficiency:
 Experience with Ashby.
Domain Expertise:
 Experience recruiting for open-source technology, developer tools, or Kubernetes-focused companies.
Global Reach:
 A background in hiring for distributed/remote-first teams.
About vCluster Labs
We are a venture-backed tech startup striving to be the leading force in enabling platform engineers. We raised +$30M from to",RemoteOK,data analyst,,,,"consultant, architect, technical, support, developer, investor, strategy, analytics, health, recruiting, engineering, digital nomad",2026-02-21T08:00:07+00:00
Business Development Manager Vocational,Geotab,https://remoteok.com/remote-jobs/1130482,Remote,"Who we are:


Geotab Â® is a global leader in IoT and connected transportation and certified âGreat Place to Workâ¢.â We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.


 


Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotabâs open platform and Geotab Marketplace Â®, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.


 


Our team is growing and weâre looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, and our fun and inclusive w
Please mention the word **TICKLE** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"manager, leader, operations, analytics",2026-02-21T00:00:34+00:00
Software Engineer,Galileo Financial Technologies,https://remoteok.com/remote-jobs/1130478,Seattle,"Employee Applicant Privacy Notice


Who we are:


Welcoming, collaborative and having the opportunity to make an impact - is how our employees describe working here.  Galileo is a financial technology company that provides innovative and revolutionary software products and services that power some of the world's largest Fintechs. We are the only payments innovator that applies tech and engineering capabilities to empower Fintechs and financial institutions to unleash their full creativity to achieve their most inspired goals. Galileo leads its industry with superior fraud detection, security, decision-making analytics and regulatory compliance functionality combined with customized, responsive and flexible programs to accelerate the success of all payments companies and solve tomorrow's payments challenges today. 
We hire energetic and creative employees while providing them the opportunity to excel in their careers and make a difference for our clients. Learn more about us and why we work here at 
https://www.galileo-ft.com/working-at-galileo
.
The role


We are looking for a
 Software Engineer 
excited to help drive our code at rapid scale. Galileo removes the complexities of payments, so companies can focus on providing their customers with excellent card issuing and peerless digital banking experiences. On our team, you will be in the middle of it all â implementing new functionality, architecting our system, squashing bugs, maintaining the health of our code, and continually growing as a
Please mention the word **UNABASHEDLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"software, code, finance, financial, banking, excel, analytics, health, engineer, engineering",2026-02-20T19:00:09+00:00
Senior People Operations Partner,Adyen,https://remoteok.com/remote-jobs/1130474,San Francisco,"ââ
This is Adyen


We took an unobvious approach to starting a payments company, building a platform from scratch. Today, we're the payments platform of choice for the world's brightest companies. Speed is the foundation of our company. We think fast. We work fast. We launch fast. We are honest, direct, and try to have some fun too. Weâre creating our own path, with a global team driving sustainable growth. To maintain our momentum, we need people to join us in finding new ways of solving our unique challenges - people like you.


Senior People Operations & Transformation Partner


Adyen is looking for a Senior People Operations & Transformation Partner to join the Global HR Innovations Team to further drive the international growth of the company. Our aim as a team is to support the development, management and retaining of our talented Adyen workforce - we keep our people moving to keep payments moving.Â 

At Adyen, our people are our greatest asset. Our unique company culture attracts the smartest people, who take initiative & ownership and can contribute to our fast growth. We believe that people reach their utmost potential if we give them freedom, opportunity, and ownership over their work.Â 

With a curious and innovative-driven mindset, you will be responsible for ensuring our employee experience is seamless, consistent, and scalable throughout the employee lifecycle. Your expertise will be used to analyze operational pain points, lead process redesign initiatives, and leverage our core HR systems to eliminate manual work. This role requires a unique blend of deep operational experience, technical fluency in HR systems, and a proven ability to lead organizational change whilst being a highly strategic and hands-on individual contributor.


What Youâll Do




Proactively review, analyze, and map complex people processes, identify bottlenecks and system utilization gaps to design and implement simple, automated, and scalable solutions.


Standardize and document People Operations policies, procedures, and workflows company-wide to ensure compliance, consistency, and readiness for future growth.


Utilize data to measure operational performance, propose and execute changes based on clear business cases and ROI for efficiency.Â 


Evaluate new HR technology and partner with People Analytics and Technology to drive innovation through data and systems enhancing operational clarity, automation and scalability.Â 


Establish process governance standards, ensuring accuracy, security, and integrity across all people processes and systems.


Act as an escalation point for complex HR process inquiries, providing expert troubleshooting and root cause analysis to resolve systemic issues.


Act as the process expert defining the requirements for system changes (HRIS, ATS) needed to support improved operational workflows.


Execute necessary configuration changes within the core HRIS (e.g., setting up new workflows, updating custom fields, process",RemoteOK,data analyst,,,,"design, hr, system, technical, support, growth, management, lead, senior, operations, operational, analytics, digital nomad",2026-02-20T16:01:18+00:00
Social Media Lead,OpenSea,https://remoteok.com/remote-jobs/1130454,New York CIty,"OpenSea is the gateway to web3âs next chapterâwhere NFTs, fungible tokens, and emerging digital assets converge to create open, user-owned economies. As a foundational player in the crypto space, weâre building infrastructure that supports millions of users and sets new standards for how people discover and exchange digital value.
Our team is small but mighty: hands-on, fast-moving, and deeply committed to shipping meaningful work. We're remote-first by design, AI-empowered by default, and guided by values that prioritize ownership, trust, and progress. At OpenSea, youâll be challenged to grow fast while being supported by a talent-dense team shaping the future of crypto.
Weâre on the lookout for a Social Lead to boost our social media presence on platforms like Twitter (X), Instagram, Telegram, Discord, and LinkedIn. This role is perfect for a crypto-savvy communicator who thrives in the dynamic, fast-paced world of crypto, adept at slicing through the noise and engaging directly with our community. If you're battle-tested particularly in the Twitter/X trenches and skilled in vibrant, clear communication, come join us at OpenSea to help shape how the world views and interacts with digital assets.
Responsibilities:
Lead OpenSea's social media strategy across key platforms, ensuring our messaging is cohesive and impactful, while cutting through FUD (Fear, Uncertainty, Doubt) to clarify and uplift communication around NFTs.
Actively engage with our online community, fostering a positive environment and moderating discussions to build and maintain strong, supportive interactions.
Collaborate with marketing, PR, and product teams to synchronize social media activities with broader campaign objectives, creating content that counters misinformation and strengthens community engagement.
Monitor social media trends and analytics across social platforms to dynamically adjust strategies and content, ensuring OpenSea stays at the forefront of social engagement in the crypto space.
Craft compelling narratives and thought leadership content that resonates with our diverse audience, maintaining a direct and engaging communication style.
Desired Experience:
Established track record of growing a social media presence and engaging with communities, particularly on Twitter (X), with a strong background in creating influential content within the crypto and NFTs.
Demonstrated ability to develop strategic social media content and campaigns that drive engagement and expand community reach.
Experience in crafting compelling narratives and thought leadership content that resonates with a diverse audience.
Experience in managing rapid-response communications and maintaining calm during social media crises.
Proven ability as a talented copywriter and memer, possessing the thoughtfulness to communicate complex concepts in an understandable and engaging way.
Flexibility in work hours, embracing the non-stop nature of the crypto world, equipped with thick skin, and",RemoteOK,data analyst,,,,"crypto, copywriter, strategy, lead, content, analytics, health, full-time, non tech",2026-02-20T08:00:01+00:00
Sr Director Data Engineering & Analytics,Arcadia,https://remoteok.com/remote-jobs/1130447,United States,"Who we are: 


Arcadia is the global utility data and energy solutions platform. With our leading data platform, AI-powered analytics, industry expertise, and expansive partner network, we deliver solutions for every stage of the enterprise energy management lifecycle across carbon, cost, and reliability. 


Arcadia's Enterprise Energy Management Solutions are built on a foundational data platform that has been developed for over a decade and scaled across millions of customer facilities.  We transform fragmented data and siloed processes into coordinated, enterprise-wide action with comprehensive solutions, including:




Utility Bill Management:  Lower utility costs and streamline bill management with automated bill payment, proactive error identification, optimized tariff structures, and budgeting & forecasting.


Energy Procurement Advisory: Source clean energy through a comprehensive evaluation of supply options - including traditional retail options and onsite and offsite resources â to effectively manage risks, reduce costs, and achieve corporate sustainability goals.


Sustainability Reporting:  Achieve compliance goals and track carbon emissions with standardized energy data and seamless integration with leading sustainability platforms.




Tackling an enterprise client's most critical energy challenges requires out-of-the-box thinking & diverse perspectives. We're building a team of individuals from different backgrounds, industries, & educational experiences. If you share our passion for ushering in the era of the clean, cost-effective electrons, we look forward to learning what you would uniquely bring to Arcadia!


What we're looking for:


We are seeking a visionary and proven Data and Analytics engineering leader to define the long-term architecture and drive the development of our Data Platform. This role will report to the VP of Engineering. The mission: to architect, scale, and lead a mission-criti
Please mention the word **GLITZ** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"director, leader, management, lead, analytics, engineering, educational",2026-02-19T16:02:12+00:00
Real Estate Investor â Expert AI Trainer,Mentis AI,https://remoteok.com/remote-jobs/1130445,Remote,"Our founders are ex-Lazard and Partners Group, and we're headquartered in London and San Francisco. Mentis AI brings real-world expertise from finance into AI model training. We bridge the gap between human and artificial intelligence.
About this role:
 You will bring institutional real estate investment expertise to an AI training project covering acquisitions, underwriting, asset management, and fund-level analytics capturing how top REPE professionals evaluate opportunities, structure transactions, and manage assets across property types.
What we're looking for:
3â8 years of experience in institutional real estate private equity (e.g., Blackstone Real Estate, Brookfield Asset Management, Starwood Capital, Lone Star Funds)
Associate or VP level in acquisitions or asset management
Strong real estate financial modeling: DCF, waterfall structures, development proformas, and return attribution
Experience across multiple asset classes (multifamily, office, industrial, hospitality, retail) and risk profiles (core, value-add, opportunistic)
Familiarity with debt structuring, joint venture documentation, and LP reporting
Project Info (Requirements):
Minimum 15 hours commitment per week
Remote asynchronous contract
Join a research project with an elite AI lab. Help improve AI decision-making in real estate acquisitions, underwriting, and asset management
Please mention the word **COMPLEMENT** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"trainer, training, financial, investment, investor, finance, analytics, non tech",2026-02-19T16:01:54+00:00
Marketing Operations Manager,"Chartbeat, Inc.",https://remoteok.com/remote-jobs/1130441,Remote,"Chartbeat Inc. is the parent company of Chartbeat, Tubular Labs, FatTail, and Lineup Systems. Together, we're shaping the future of media strategy and revenue. Trusted by the world's top media brands, Chartbeat, Inc. combines analytics that power smarter audience strategies with revenue solutions that simplify ad operations and accelerate monetization.

Our mission is to help customers grow valuable media brands with their content. Join our diverse group of focused, hardworking professionals who are passionate about doing work that's challenging and fun â and who strive to maintain a healthy work/life balance.

About the Role
We are seeking a highly analytical, systems-oriented Marketing Operations Manager to drive efficiency, scalability, and performance across our multi-brand marketing organization. This role sits at the center of our marketing engine, owning and optimizing our marketing technology stack with a strong focus on HubSpot. While ensuring seamless data flow, lead management, reporting accuracy, and cross-functional alignment. 
You will oversee the configuration and optimization of multiple HubSpot instances across brands, troubleshooting issues, refining existing processes, and building new automated workflows that improve lead scoring, segmentation, and campaign performance, and implement best practices for capturing data, reporting, and analytics. You'll conduct ongoing audits of systems and processes, introduce scalable automation (including within Monday.com), and serve as the subject matter expert for marketing. 

Key Responsibilities
â¢ Oversee and optimize the marketing technology stack (with a strong focus on HubSpot), ensuring systems are integrated and effective.
â¢ Lead the configuration and optimization of two HubSpot instances with two brands in each instance, both trouble-shooting issues and refining ex
Please mention the word **MAGNANIMOUSLY** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"manager, strategy, lead, operations, marketing, analytics, non tech",2026-02-19T11:00:05+00:00
Mobile Growth Manager Performance Marketing + UA,Phiture GmbH,https://remoteok.com/remote-jobs/1130437,Spain,"Hi, weâre Phiture â the mobile growth consultancy working with the teams behind leading apps like Adobe, Headspace, and LEGOÂ® ð. Weâre setting the standard for growth in the brave new digital world, and we need great people to join our global team!


WHAT TO EXPECT

Get ready to be a pivotal player in our marketing team, where you'll take charge of diverse user acquisition channels, including 
Google, Apple Search Ads, and Meta
. Your role goes beyond the ordinaryâworking on various client projects, your mission is to 
maximize ROAS and LTV
 while efficiently managing paid budgets. Work closely with our App Store Optimization (ASO) experts to drive installs and optimize lifecycle marketing for sustainable growth. Join us on a journey where you'll contribute to shaping Phitureâs clients' success by unleashing your creativity and analytical skills.


WHAT YOUâLL OWN




Drive high-impact growth
 
strategies across multiple paid acquisition channels
 (Google, Apple Search Ads, Meta, TikTok, etc.), with a focus on ROAS and LTV.


Execute structured experiments
, analyze results, and iterate quickly to optimize performance at scale.


Manage large ad budgets
 efficiently, ensuring spend is aligned with strategic goals and continuously improving cost efficiency.


Support multiple clients
, understanding and addressing their growth opportunities and challenges.


Collaborate with ASO, CRM, and creative teams
 to ensure a full-funnel approach to acquisition, retention, and revenue growth.


Develop and test hypotheses on the relationship between paid and organic traffic, minimizing cannibalization while maximizing total growth.


Partner with data and analytics teams to build dashboards, automate reporting, and surface actionable insights.


Stay ahead of industry changes (
SKAdNetwork, Privacy Sandbox, AI-driven optimization
) and develop strategies that future-proof client growth.


Represent Phiture at industry events, sharing thought leadership through workshops, panels, and content.




WHAT YOUâLL NEED




Proven Performance Marketing Expertise
Please mention the word **ADROIT** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"growth, manager, consultancy, test, mobile, marketing, analytics",2026-02-19T08:00:23+00:00
Backend Engineer,dv01,https://remoteok.com/remote-jobs/1130422,Remote,"dv01 is lifting the curtain on the largest financial market in the world: structured finance. The $16+ trillion market is the backbone of everyday activities that empower financial freedom, from consolidating credit card debt and refinancing student loans, to buying a home and starting a small business.


dv01's data analytics platform brings unparalleled transparency into investment performance and risk for lenders and Wall Street investors in structured products. As a data-first company, we wrangle critical loan data and build modern analytical tools that enable strategic decision-making for responsible lending.Â  In a nutshell, we're helping prevent a repeat of the 2008 global financial crisis by offering the data and tools required to make smarter data-driven decisions resulting in a safer world for all of us.Â 


More than 400 of the largest financial institutions use dv01 for our coverage of over 75 million loans spanning mortgages, personal loans, auto, buy-now-pay-later programs, small business, and student loans. dv01 continues to expand coverage of new markets, adding loans monthly, and developing new technologies for the structured products universe.


YOU WILL
:




Bring transparency to the financial markets: 
You will bring transparency to consumer lending, mortgages, and other asset classes, by enabling our customers at banks, hedge funds, and credit originators via our SaaS offering including our Cashflows API product to quickly extract insights from large private and public datasets.


Develop using a modern, open source
Please mention the word **VIGILANCE** and tag RMTk3LjQ3Ljc1LjE3 when applying to show you read the job post completely (#RMTk3LjQ3Ljc1LjE3). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",RemoteOK,data analyst,,,,"saas, financial, investment, api, analytics, engineer, backend",2026-02-19T00:04:08+00:00
