job_id,job_url,title,company_name,company_location,company_size,company_industry,status,job_type,years_of_exp,career_level,salary,description,requirements,created_at,updated_at,search_keyword
20aaef26-36bf-4ca9-b393-88d0e510f9ed,https://wuzzuf.net/jobs/p/20aaef26-36bf-4ca9-b393-88d0e510f9ed,Senior .NET Software Engineer,Teaspoon,,,,active,job,,"{'id': 6, 'name': 'Experienced', 'hint': 'Non-Manager', 'translations': {'hint': {'ar': 'غير إداري', 'en': 'Non-Manager'}, 'name': {'ar': 'ذو خبرة (غير مدير)', 'en': 'Experienced (Non-Manager)'}, 'display_name': {'ar': 'ذو خبرة', 'en': 'Experienced'}}, 'browsePage': 'a/Experienced-Jobs-in-United-States'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p>At <strong>Teaspoon</strong>, we’re not just building drinks — we’re building technology that will redefine the food & beverage industry. From AI-powered operations to next-generation customer experiences, we’re investing heavily in innovation.</p><p>We’re looking for a <strong>Senior Backend .NET Software Developer</strong> who is curious, resourceful, and ready to work on cutting-edge AI-driven projects.<br> </p><h3>???? What You’ll Do</h3><ul><li>Design and build <strong>scalable backend APIs</strong> using .NET Core</li><li>Integrate with external systems (e.g., Toast APIs) to <strong>ingest and process data</strong></li><li>Build <strong>end-to-end data pipelines</strong>: API → Azure Data Lake → Azure SQL</li><li>Structure clean, maintainable <strong>multi-project .NET solutions</strong> for team collaboration</li><li>Write <strong>high-quality, testable code</strong> with strong unit test coverage</li><li>Participate in <strong>code reviews and PRs</strong> to maintain engineering quality</li><li>Build and maintain <strong>CI/CD pipelines using GitHub Actions</strong></li><li>Deploy and operate applications in <strong>Azure cloud environments</strong></li></ul><p> </p>","<p><strong>Must-Have Skills</strong></p><ul><li>Strong experience with <strong>C# and .NET Core (ASP.NET Core APIs)</strong></li><li>Experience building <strong>scalable backend APIs</strong> and structured multi-project .NET solutions</li><li>Experience integrating with <strong>third-party REST APIs</strong></li><li>Strong understanding of <strong>dependency injection</strong>, clean architecture, and maintainable code design</li><li>Experience with <strong>Azure services</strong>, especially Azure SQL, storage/data lake, and app hosting</li><li>Strong SQL and data modeling skills</li><li>Experience writing <strong>high-coverage unit tests</strong> using mocking frameworks</li><li>Comfortable with <strong>GitHub, pull requests, code reviews, and GitHub Actions</strong></li><li>Able to work effectively in an <strong>Agile team</strong></li><li><strong>Strong English</strong> communication skills<br> </li></ul><h3>Nice to Have</h3><ul><li>Experience with <strong>ETL / data pipelines</strong></li><li>Familiarity with <strong>Toast APIs</strong></li><li>Exposure to <strong>front-end technologies</strong></li><li>Experience working on <strong>AI or data-intensive systems</strong></li></ul><h3> What We Value</h3><ul><li>Ownership mindset — you build systems, not just tasks</li><li>Resourcefulness — you figure things out and unblock yourself</li><li>Quality focus — clean code, strong tests, scalable design</li><li>Ability to thrive in a <strong>fast-moving, high-growth environment</strong></li></ul>",,,software engineer
1a76629c-cd4d-4f10-970f-03f19260ab9d,https://wuzzuf.net/jobs/p/1a76629c-cd4d-4f10-970f-03f19260ab9d,Software Engineer Intern,Avidbeam Technologies,,,,active,internship,,"{'id': 2, 'name': 'Student', 'hint': 'Undergrad / Postgrad', 'translations': {'hint': {'ar': 'طالب جامعي / دراسات عُليا', 'en': 'Undergrad / Postgrad'}, 'name': {'ar': 'طالب', 'en': 'Student'}, 'display_name': {'ar': 'طالب', 'en': 'Student'}}, 'browsePage': 'a/Student-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p><strong>Job Description:</strong><br><br>A Software Engineer Intern assists in developing, testing, and debugging software applications under the guidance of experienced engineers. Interns typically work on real-world projects, often involving a ""starter project"" to learn the codebase and workflow, contributing to full-cycle development. <br> </p><p><strong>The intern will learn:</strong><br> </p><ul><li><strong>Coding & Development</strong></li><li><strong>Debugging & Testing:</strong> Identify, troubleshoot, and fix software defects.</li><li><strong>Collaboration:</strong> Participate in team meetings, code reviews, and pair programming sessions.</li><li><strong>Documentation:</strong> Document technical specifications, project progress, and API usage.</li><li><strong>Feature Implementation:</strong> Assist in building, testing, and deploying new features or software components. </li></ul><p><br><strong>Application Deadline</strong>: June 15th 2026</p><p><strong>Internship Start date</strong>: July 1st 2026</p><p><strong>Duration</strong>: 2 Months</p>","<ul><li>Senior Graduates in Computer Science, Software Engineering, or a related field.</li><li>Basic understanding of software development principles, data structures, and algorithms.</li><li>Proficiency in programming language.</li><li>Strong analytical, problem-solving, and communication skills</li></ul>",,,software engineer
df1b4288-20c9-4575-8b17-3401b3c9c8cb,https://wuzzuf.net/jobs/p/df1b4288-20c9-4575-8b17-3401b3c9c8cb,Software Engineer,,,,,active,job,,"{'id': 5, 'name': 'Entry Level', 'hint': 'Junior Level / Fresh Grad', 'translations': {'hint': {'ar': 'مبتدئ / خريج جديد', 'en': 'Junior Level / Fresh Grad'}, 'name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}, 'display_name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}}, 'browsePage': 'a/Entry-Level-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p>Are you a budding software enthusiast ready to launch your career in a dynamic and innovative environment? We are thrilled to invite passionate and driven individuals to join our exceptional team as a <strong>Software Engineer</strong> in the vibrant city of <strong>Giza, Egypt</strong>! This is an unparalleled opportunity to contribute to cutting-edge projects and grow your expertise in the thrilling world of IT and Telecom/Technology engineering.</p><p><strong>Responsibilities:</strong></p><ul><li>Develop, maintain, and improve software applications and features</li><li>Write clean, efficient, and well-documented code</li><li>Utilize <strong>AI-powered tools</strong> (e.g., GitHub Copilot, ChatGPT, Claude) to enhance productivity and code quality</li><li>Perform <strong>software testing</strong> — write test cases, identify bugs, and ensure quality standards</li><li>Support basic <strong>Business Analysis</strong> tasks such as gathering requirements, documenting workflows, and communicating with stakeholders</li><li>Collaborate with cross-functional teams to deliver projects on time</li></ul>","<ul><li>Bachelor's degree in Computer Science, Software Engineering, or related field</li><li>Proficiency in at least one programming language (e.g., Python, JavaScript, Java, etc.)</li><li>Familiarity with AI coding assistants and prompt engineering</li><li>Basic understanding of software testing methodologies (manual and/or automated)</li><li>Strong problem-solving and analytical skills</li></ul><p>Good communication skills — Arabic &amp; English<br><strong>Nice to Have</strong></p><ul><li>Experience with Agile / Scrum methodology</li><li>Knowledge of databases (SQL / NoSQL)</li><li>Exposure to business analysis or requirements documentation</li></ul>",,,software engineer
360d7493-9fd4-40b1-b957-7caeeeb3823f,https://wuzzuf.net/jobs/p/360d7493-9fd4-40b1-b957-7caeeeb3823f,Senior Software Quality Assurance Engineer,FirstTech   ,,,,active,job,,"{'id': 6, 'name': 'Experienced', 'hint': 'Non-Manager', 'translations': {'hint': {'ar': 'غير إداري', 'en': 'Non-Manager'}, 'name': {'ar': 'ذو خبرة (غير مدير)', 'en': 'Experienced (Non-Manager)'}, 'display_name': {'ar': 'ذو خبرة', 'en': 'Experienced'}}, 'browsePage': 'a/Experienced-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': 'Medical Insurance, Social Insurance', 'isPaid': True}","<ul><li>Coordinate with product managers and developers to integrate quality checks at every stage of product development.</li><li>Participates in agile estimation taking into consideration project and process requirements during the development lifecycle</li><li>Ensure test cases cover all requirements and use cases.</li><li>Oversee and participate in test execution, including functional, regression, performance, and usability testing.</li><li>Evaluate and test new or modified software to determine that software meets<br>user requirements, documented business needs, and established quality<br>standards</li><li>Oversee the team and set up and conduct thorough product testing with high quality standards.</li><li>Create and modify cases based on functional and non-functional requirements.<br>or existing functionality of the systems</li><li>Identifies new ideas, tools and process improvements to help team meet.<br>objectives</li><li>Provides technical leadership and positive influences for team</li><li>Supervise, mentor, and train QA team members, ensuring they have the tools and knowledge required for their roles.</li><li>Ensure up to date on newer products and applications (ie. Selenium and<br>JMeter)</li><li>Continually enhance technical skills and project related decisions</li></ul>","<p>Qualifications</p><ul><li>Bachelor's degree in Computer Science, Engineering or related field</li></ul><p> </p><p>Preferred Experience</p><ul><li>8-12 years of experience of quality assurance experience</li></ul><p> </p><p>Job-Specific Skills</p><ul><li>Extensive experience agile methodologies</li><li>Extensive experience in web testing </li><li>Preferred experience in iOS and Android apps testing</li><li>Excellent experiences working with quality assurance teams, problem solving and high level verbal and written communication skill</li><li>MS-SQL is a requirement</li><li>MS .NET programming experience is an asse</li><li>Selenium and Appium experience is a plus</li></ul>",,,software engineer
66b4beff-08d1-4278-8e56-cc84bd50a15c,https://wuzzuf.net/jobs/p/66b4beff-08d1-4278-8e56-cc84bd50a15c,Software Engineer (Technical Content),"CC Global Group, LLC",,,,active,job,,"{'id': 5, 'name': 'Entry Level', 'hint': 'Junior Level / Fresh Grad', 'translations': {'hint': {'ar': 'مبتدئ / خريج جديد', 'en': 'Junior Level / Fresh Grad'}, 'name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}, 'display_name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}}, 'browsePage': 'a/Entry-Level-Jobs-in-Egypt'}","{'min': 30000, 'max': 40000, 'currency': {'id': 43, 'name': 'Egyptian Pound', 'translations': {'name': {'ar': 'جنيه مصري', 'en': 'Egyptian Pound'}}, 'code': 'EGP'}, 'period': {'id': 4, 'name': 'Per Month', 'translations': {'period': {'ar': 'في الشهر', 'en': 'Per Month'}}}, 'additionalDetails': 'Bonuses for extraordinary performance', 'isPaid': True}","<p><strong>About Codecontent</strong><br><strong>‍</strong>CodeContent is a UK-based technical content company founded by Mostafa Ibrahim, a former software engineer at GoCardless and Arm. We have published 300+ technical articles across 18 clients.<br>We produce tutorials and deep technical blog posts for leading AI/ML platforms, YC-backed authentication companies, and major cloud infrastructure providers. Our team of 7 is made up of engineers who write, not writers who research. <br>We have been operating for 3+ years.<br><br>‍<strong>About the Role</strong><br><strong>‍</strong>We are hiring a Software Engineer (Technical Content) to build and explain real software and AI systems for developer audiences. This is not a writing-only role. You will implement, run, and validate real code, then turn that work into long-form technical blogs and tutorials for our clients.<br>You will work across a wide range of topics: system design, LLMs, RAG pipelines, agent-based workflows, APIs, cloud infrastructure, and developer tools. <br>The output is written content, but the work is engineering.Your work will be published on the engineering blogs of leading AI/ML platforms, YC-backed startups, and major cloud infrastructure providers, reaching tens of thousands of developers worldwide.<br><br>‍<strong>Responsibilities</strong> <br>Write long-form technical blogs and tutorials based on provided briefsImplement, run, and validate real code as part of every article.<br>Research and clearly explain software engineering and AI workflows to developer audiences.<br><br>Cover topics including:<br>Software engineering fundamentals and system design<br>AI/ML concepts, LLMs, RAG systems, and agent-based workflows<br>APIs, cloud infrastructure, and developer tools<br>Revise drafts based on editorial and technical feedback<br>Deliver consistently and on time<br><br>‍<strong>How We Work</strong><br><strong>‍</strong>This is a full-time position (40 hours/week) and your primary professional commitment. We are a small, focused team where every person carries significant ownership.<br>‍<br>‍<strong>Compensation</strong><br><strong>EGP 30,000 – EGP 40,000 per month</strong> (based on experience)<br>Direct mentorship from engineers with 300+ published pieces<br>Fully remote<br>Exposure to 10+ tech stacks annually<br>Salary reviews every 6 months based on performance<br><br>‍<strong>Why This Role</strong><br><strong>‍</strong>This is a role for engineers who enjoy explaining how things work. <br>You will spend your days building real systems and writing about them for technical audiences. No fluff, no marketing spin. <br>You will gain deep experience writing production-grade technical content.</p>","<p><strong>Required Qualifications</strong><br><br><strong>‍</strong>Hands-on programming experience: you can implement and debug real code, not just describe it<br>Experience working as a software engineer or in an equivalent technical role<br>Ability to explain complex technical concepts clearly to developer audiences<br>Comfort working with real-world tools, libraries, APIs, and infrastructure<br>Strong written communication: You can write clearly, concisely, and accurately<br><br>‍<strong>Nice to Have</strong><br><strong>‍</strong>Experience with AI infrastructure, LLM tooling, or MLOps<br>Familiarity with cloud platforms (AWS, GCP, Azure) and their APIs<br>Kubernetes or distributed systems experience<br>Previous exposure to developer-focused SaaS products or technical documentation<br>A portfolio of published technical content (blogs, tutorials, docs)</p>",,,software engineer
0606e040-19f0-4324-8228-018d067494d6,https://wuzzuf.net/jobs/p/0606e040-19f0-4324-8228-018d067494d6,Software Engineering .Net Teamleader,IntComp Tech Intelligence,,,,active,job,,"{'id': 6, 'name': 'Experienced', 'hint': 'Non-Manager', 'translations': {'hint': {'ar': 'غير إداري', 'en': 'Non-Manager'}, 'name': {'ar': 'ذو خبرة (غير مدير)', 'en': 'Experienced (Non-Manager)'}, 'display_name': {'ar': 'ذو خبرة', 'en': 'Experienced'}}, 'browsePage': 'a/Experienced-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p>Are you a seasoned IT professional with a passion for leading teams and pioneering innovative software solutions? We are on the hunt for a dynamic <strong>DevOps Team Lead</strong> to spearhead our development initiatives in <strong>Cairo, Egypt</strong>. This is an incredible <strong>on-site</strong> opportunity to drive technological excellence and foster a culture of high performance!</p><p>&nbsp;</p><p><strong>Responsibilities:</strong></p><ul><li><strong>Lead and mentor</strong> a high-performing software development team, fostering their growth and ensuring project success.</li><li><strong>Architect and implement</strong> scalable, resilient, and high-performance microservices-based solutions using <strong>.Net</strong> technologies.</li><li><strong>Drive DevOps excellence</strong> by designing and optimizing CI/CD pipelines with <strong>Azure DevOps Server</strong> and leveraging container orchestration with <strong>Rancher</strong>.</li><li><strong>Collaborate closely</strong> with product owners and stakeholders to translate business requirements into robust technical solutions.</li><li><strong>Ensure code quality</strong>, security, and maintainability through regular code reviews and adherence to industry standards.</li><li><strong>Troubleshoot and resolve</strong> complex technical issues across development, staging, and production environments.</li></ul><p><strong>Skills &amp; Technologies:</strong> This role demands a deep understanding of the <strong>.Net ecosystem</strong>, extensive experience in <strong>Software Development</strong>, and a strong background in <strong>DevOps methodologies</strong>. Expertise in <strong>Microservices architecture</strong>, <strong>Azure DevOps Server</strong>, and <strong>Rancher</strong> is crucial. We also value skills in <strong>Team Leadership</strong>, <strong>Solution Architecture</strong>, and <strong>Cloud Platforms</strong>.</p><p><strong>Growth Opportunities:</strong> Ignite your career with endless possibilities for professional development. You'll have access to cutting-edge technologies, continuous learning programs, and a clear path for advancing into more senior architectural or leadership roles. We believe in empowering our leaders to grow and innovate.</p><p><strong>Team &amp; Culture:</strong> Join a vibrant and supportive team that thrives on collaboration, innovation, and mutual respect. We foster a culture where ideas are celebrated, challenges are met with enthusiasm, and every team member's contribution is valued. Work in a fast-paced environment that encourages experimentation and continuous improvement.</p><p><strong>Impact:</strong> Your work will directly shape the future of our software products, influencing critical business operations and delivering exceptional value to our customers. This is your chance to make a significant, tangible impact on our technological landscape and lead a team to achieve extraordinary results.</p>","<ul><li><strong>Experience:</strong> A minimum of <strong>5-10 years</strong> of progressive experience in software development and DevOps roles, with a proven track record of leading technical teams.</li><li><strong>Required Skills:</strong><ul><li>Profound expertise in <strong>.Net</strong> development and modern <strong>Software Development</strong> practices.</li><li>Extensive hands-on experience with <strong>Azure DevOps Server</strong> for CI/CD and release management.</li><li>Strong understanding and practical application of <strong>DevOps</strong> principles and culture.</li><li>Demonstrable experience in designing and implementing <strong>Microservices</strong> architectures.</li><li>Proficiency in containerization and orchestration, specifically with <strong>Rancher</strong>.</li><li>Proven capability in <strong>Team Leadership</strong>, including mentorship and performance management.</li><li>Solid background in <strong>Solution Architecture</strong> and designing scalable systems.</li><li>Experience with <strong>Cloud Platforms</strong> and modern deployment strategies.</li><li>Familiarity with <strong>Agile Methodologies</strong> and strategic planning.</li></ul></li><li><strong>Career Level Expectations:</strong> This is an <strong>Experienced</strong> level role for a leader ready to take on significant responsibility and drive technical excellence.</li></ul>",,,software engineer
1eba60fe-348b-47fd-8824-5ff1f3021c19,https://wuzzuf.net/jobs/p/1eba60fe-348b-47fd-8824-5ff1f3021c19,Software Engineer,,,,,active,job,,"{'id': 5, 'name': 'Entry Level', 'hint': 'Junior Level / Fresh Grad', 'translations': {'hint': {'ar': 'مبتدئ / خريج جديد', 'en': 'Junior Level / Fresh Grad'}, 'name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}, 'display_name': {'ar': 'مستوى مبتدئ', 'en': 'Entry Level'}}, 'browsePage': 'a/Entry-Level-Jobs-in-Egypt'}","{'min': 1000, 'max': 5000, 'currency': {'id': 135, 'name': 'United States Dollar', 'translations': {'name': {'ar': 'دولار أمريكي', 'en': 'United States Dollar'}}, 'code': 'USD'}, 'period': {'id': 4, 'name': 'Per Month', 'translations': {'period': {'ar': 'في الشهر', 'en': 'Per Month'}}}, 'additionalDetails': None, 'isPaid': True}","<ul><li><strong>Job Overview</strong></li><li>We are a growing US-based software company seeking a professional Remote IT Support Specialist to join our team. This role is ideal for a technical professional who thrives in a collaborative, fast-paced environment and is comfortable working within US Time Zones (e.g., EST/PST). You will provide daily technical support, ensuring our software ecosystem and team workflows remain seamless.</li><li><strong>Key Responsibilities</strong></li><li>Tech Stack: AI/ML, Java, MERN, C# — We are seeking developers proficient in one or more of these technologies who reside in Africa (Egypt, Kenya, Nigeria, etc.), Asia (Philippines, India, Vietnam), Europe (Ukraine, Romania, Poland), or South America (Colombia, Argentina, Brazil).<br>Daily Technical Support: Act as the primary point of contact for internal technical issues, troubleshooting software, hardware, and network-related queries.<br>Team Collaboration: Actively participate in daily stand-ups and technical discussions with US-based engineering teams to resolve complex issues.<br>Systems Maintenance: Monitor and maintain internal IT systems to ensure optimal performance and security compliance.<br>Documentation: Create and maintain detailed technical guides and troubleshooting documentation for internal use.<br>Continuous Improvement: Identify recurring technical bottlenecks and suggest workflow or tool improvements to enhance team efficiency.</li><li><strong>Requirements &amp; Skills</strong></li><li>Technical Background: Previous experience in a software company or a technical environment as a software engineer or high-level support specialist.<br>Language Proficiency: Native or professional-level English (written and spoken) is mandatory for clear communication with US stakeholders.<br>Work Ethic: A dependable, self-motivated professional who can work independently without direct supervision.<br>Communication: Ability to explain complex technical concepts to both technical and non-technical team members.<br>Shift Flexibility: Must be able to work full-time hours aligned with US Time Zones (e.g., afternoon to late evening SAST).</li><li><strong>Additional Information</strong></li><li>Location: 100% Fully Remote<br>Work Setup: Candidates must have a reliable, high-speed internet connection and a dedicated home office space.</li></ul>","<ul><li><strong>Requirements &amp; Skills</strong></li><li>Technical Background: Previous experience in a software company or a technical environment as a software engineer or high-level support specialist.</li><li>Language Proficiency: Native or professional-level English (written and spoken) is mandatory for clear communication with US stakeholders.<br>Work Ethic: A dependable, self-motivated professional who can work independently without direct supervision.</li><li>Communication: Ability to explain complex technical concepts to both technical and non-technical team members.</li><li>Shift Flexibility: Must be able to work full-time hours aligned with US Time Zones (e.g., afternoon to late evening SAST).</li></ul>",,,software engineer
3f8c8c5c-d627-461b-8d70-3bf9aab6fc26,https://wuzzuf.net/jobs/p/3f8c8c5c-d627-461b-8d70-3bf9aab6fc26,Software Engineer,Boysen Egypt,,,,active,job,,"{'id': 6, 'name': 'Experienced', 'hint': 'Non-Manager', 'translations': {'hint': {'ar': 'غير إداري', 'en': 'Non-Manager'}, 'name': {'ar': 'ذو خبرة (غير مدير)', 'en': 'Experienced (Non-Manager)'}, 'display_name': {'ar': 'ذو خبرة', 'en': 'Experienced'}}, 'browsePage': 'a/Experienced-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<ul><li>Development and implementation of embedded software for in-vehicle control elements</li><li>Translating requirements into software functions while ensuring usability and functional safety</li><li>Programming communication interfaces (e.g., CAN, LIN)</li><li>Conducting unit tests and assisting with integration and verification</li><li>Collaborating with hardware development, software architecture, and system architecture teams</li><li>Documentation in accordance with Automotive SPICE and ISO 26262</li><li>Regular coordination with project managers in Germany</li></ul>","<ul><li>Bachelor’s degree in computer science, Electrical Engineering, or a comparable qualification</li><li>From 3 to 5 years’ experience in embedded software development, ideally in the automotive sector</li><li>Knowledge of the programming languages C/C++ and Python</li><li>Experience in developing software for real-time operating systems</li><li>Knowledge of CAN and LIN bus systems and the corresponding communication protocols</li><li>Familiarity with development processes according to ASPICE</li><li>Experience in development in accordance with the MISRA-C programming standard is a plus</li><li>Knowledge of AUTOSAR Classic and build systems (e.g., CMake, Jenkins) is a plus</li><li>Ability to work in a team, structured approach to work, and commitment to quality </li></ul>",,,software engineer
fd67ad8e-a116-4ac2-991d-bb45971d6724,https://wuzzuf.net/jobs/p/fd67ad8e-a116-4ac2-991d-bb45971d6724,Software Project Manager,,,,,active,job,,"{'id': 6, 'name': 'Experienced', 'hint': 'Non-Manager', 'translations': {'hint': {'ar': 'غير إداري', 'en': 'Non-Manager'}, 'name': {'ar': 'ذو خبرة (غير مدير)', 'en': 'Experienced (Non-Manager)'}, 'display_name': {'ar': 'ذو خبرة', 'en': 'Experienced'}}, 'browsePage': 'a/Experienced-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p>We are looking for an organized, detail-oriented individual to join our team as a software project manager. The responsibilities of the software project manager include overseeing software projects from start to finish, managing and motivating software developers and other team members, giving customer presentations, and writing project proposals.</p>","<ul><li>Should have Project Management Certification from a credible authority and the experience of managing projects of different complexities.</li><li>A bachelor's degree in information technology, software development management, software engineering, computer science, or a related field.</li><li>Minimum 5 years of Project Management/Team Leader experience in a software development organization</li><li>Experience working through the design, development, release cycle & delivering software products to market/business</li><li>Good leadership, decision-making, and organization skills.</li></ul>",,,software engineer
18a2220c-8a01-448c-8858-692ef42dfbce,https://wuzzuf.net/jobs/p/18a2220c-8a01-448c-8858-692ef42dfbce,Software Project Manager - Immediate Hire,,,,,active,job,,"{'id': 7, 'name': 'Manager', 'hint': None, 'translations': {'name': {'ar': 'مدير', 'en': 'Manager'}, 'display_name': {'ar': 'مدير', 'en': 'Manager'}}, 'browsePage': 'a/Manager-Jobs-in-Egypt'}","{'min': None, 'max': None, 'currency': None, 'period': None, 'additionalDetails': None, 'isPaid': True}","<p><strong>Position: Project Manager</strong> </p><p><strong>Location: Onsite - Egypt, Cairo,Nasr City</strong></p><p><strong>Employment Type: Full-time</strong> </p><p> </p><p><strong>Job Summary:</strong> </p><p>We are looking for a skilled <strong>Project Manager</strong> to lead healthcare technology projects in GCC. The role requires overseeing the full project lifecycle, ensuring projects are delivered on time, within budget, and to the highest quality standards. The Project Manager will work closely with cross-functional teams, manage resources, and resolve challenges efficiently. Strong leadership, problem-solving abilities, and experience in the insurance sector are essential. A Bachelor’s degree in Computer Science or Management and certifications such as PMP or Scrum Master are preferred. </p><p> </p><p><strong>Roles & Responsibilities: </strong></p><ul><li>Manage projects with top-down oversight throughout entire execution to ensure success as defined by adherence to standards of scope, budget, and timeline.</li><li>Develop comprehensive project plans that merge customer requirements with company goals and coordinate various managers and technical personnel during all project phases, from initial development through implementation.</li><li>Monitor project progress continuously and make detailed scheduled reports on measurable items, such as milestones and deliverables.</li><li>Communicate proactively with all involved personnel to provide encouragement, identify problems, create solutions, and implement efficiency improvements.</li><li>Analyse economics of project plans and provide actionable feedback relating to cost benefit and return-on-investment standards.</li><li>Review proposed modifications on project plans, including meeting with interested parties to approve and implement beneficial changes.</li><li>Oversee acquisition of resources and materials as needed before and during projects by talking with customers, team members, managers, and in-house accountants and negotiating price and payment agreements with vendors.</li><li>Anticipate details of future projects by communicating directly with customers and staying informed of relevant trends and industry news</li></ul><p> </p>","<p><strong>Essential Skills:</strong>&nbsp;</p><ul><li>University Degree in Management</li><li>Extensive leadership experience and strong teaming abilities</li><li>Excellent problem-solving skills</li><li>Solid technical background, with understanding or hands-on experience in software development and web technologies</li><li>Excellent client-facing and internal communication skills</li><li>Excellent written and verbal communication skills</li><li>Solid organizational skills including attention to detail and multi-tasking skills</li><li>Demonstrated understanding of Project Management processes, strategies and methods</li><li>Experience mentoring, coaching and developing rising talent in the technology department</li><li>Excellent time management and organizational skills and experience establishing guidelines in these areas for others</li><li>Strong sense of personal accountability regarding decision-making and supervising department teams</li><li>Experience working in a high-level collaborative environment and promoting a teamwork mentality</li><li>Managerial experience applying analytical thinking and problem-solving skills.</li><li>Ability to predict challenges and seek to proactively head-off obstacles</li><li><strong>&nbsp;Skills </strong>&nbsp;</li><li>PMP or Certified Scrum Master&nbsp;</li><li><strong>Education:</strong>&nbsp;</li><li>Bachelor’s Degree in computer science. &nbsp;</li><li>Bachelor’s degree or master’s in management &nbsp;</li><li><strong>Experience:</strong>&nbsp;</li><li>4+ years’ experience in Insurance domain &nbsp;</li></ul>",,,software engineer
